mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.5	0	0	6/8	2	1		A.I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	3/2	3/2	1.5	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	3	3	1.5	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	9/2	9/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	6	6	1.5	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
3	3	15/2	15/2	1.5	3/8	3/8	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	4	9	9	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
4	4	10	10	0.5	1/4	1/4	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	21/2	21/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
4	4	23/2	23/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
5	5	12	12	1.5	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
5	5	27/2	27/2	1.5	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	15	15	1.5	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	6	33/2	33/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
7	7	18	18	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
7	7	19	19	0.5	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
7	7	39/2	39/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
7	7	41/2	41/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8	21	21	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	8	22	22	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	45/2	45/2	3.0	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
9	9	24	24	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
9	9	51/2	51/2	3.0	3/8	3/8	6/8	2	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
10	10	57/2	57/2	3.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
11	11	63/2	63/2	1.5	3/8	3/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	12	33	33	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
12	12	34	34	0.5	1/4	1/4	6/8	2	1		viio6/V	A	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
12	12	69/2	69/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
12	12	71/2	71/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
13	13	36	36	1.5	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
13	13	75/2	75/2	1.5	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	39	39	1.5	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
14	14	81/2	81/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	15	42	42	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
15	15	43	43	0.5	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
15	15	87/2	87/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
15	15	89/2	89/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	45	45	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	16	46	46	0.5	1/4	1/4	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
16	16	93/2	93/2	1.0	3/8	3/8	6/8	2	1		I(97)}	A	I		I(97)	I			97			}	M	0	0	0, 4, 1	2, 5	0	0
16	16	95/2	95/2	1.5	5/8	5/8	6/8	2	1		I|IAC	A	I		I	I					IAC		M	0	0	0, 4, 1		0	0
17	17	48	48	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
17	17	49	49	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	17	99/2	99/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	101/2	101/2	0.5	5/8	5/8	6/8	2	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	51	51	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
18	18	52	52	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	18	105/2	105/2	3.0	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
19	19	54	54	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
19	19	111/2	111/2	1.5	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	57	57	1.5	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
20	20	117/2	117/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	21	60	60	1.5	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
21	21	123/2	123/2	1.5	3/8	3/8	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
22	22	63	63	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	22	64	64	0.5	1/4	1/4	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
22	22	129/2	129/2	1.5	3/8	3/8	6/8	2	1		V|HC}	A	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
23	23	66	66	3.0	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
24	24	69	69	1.0	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
24	24	70	70	1.0	1/4	1/4	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	71	71	1.0	1/2	1/2	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	72	72	1.0	0	0	6/8	2	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
25	25	73	73	0.5	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
25	25	147/2	147/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
25	25	149/2	149/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
26	26	75	75	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
26	26	76	76	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	26	153/2	153/2	3.0	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
27	27	78	78	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
27	27	159/2	159/2	3.0	3/8	3/8	6/8	2	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
28	28	165/2	165/2	3.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
29	29	171/2	171/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
30	30	87	87	1.0	0	0	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	88	88	0.5	1/4	1/4	6/8	2	1		vii%7/V	A	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
30	30	177/2	177/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
30	30	179/2	179/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
31	31	90	90	1.5	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
31	31	183/2	183/2	1.5	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	93	93	1.5	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
32	32	189/2	189/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
33	33	96	96	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
33	33	97	97	0.5	1/4	1/4	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
33	33	195/2	195/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
33	33	197/2	197/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
34	34	99	99	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
34	34	100	100	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	201/2	201/2	1.0	3/8	3/8	6/8	2	1		I(97)}	A	I		I(97)	I			97			}	M	0	0	0, 4, 1	2, 5	0	0
34	34	203/2	203/2	1.5	5/8	5/8	6/8	2	1		I|IAC	A	I		I	I					IAC		M	0	0	0, 4, 1		0	0
35	35	102	102	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
35	35	103	103	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	207/2	207/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
35	35	209/2	209/2	0.5	5/8	5/8	6/8	2	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
36	36	105	105	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
36	36	106	106	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	36	213/2	213/2	2.5	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
37	37	108	108	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
37	37	109	109	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	219/2	219/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	221/2	221/2	0.5	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
38	38	111	111	1.0	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
38	38	112	112	0.5	1/4	1/4	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
38	38	225/2	225/2	1.0	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	38	227/2	227/2	0.5	5/8	5/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
39	39	114	114	1.5	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
39	39	231/2	231/2	1.5	3/8	3/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
40	40	117	117	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
40	40	118	118	0.5	1/4	1/4	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
40	40	237/2	237/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
40	40	239/2	239/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
41	41	120	120	3.0	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
42	42	123	123	1.5	0	0	6/8	2	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
42	42	249/2	249/2	1.5	3/8	3/8	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	126	126	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
43	43	127	127	0.5	1/4	1/4	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
43	43	255/2	255/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
43	43	257/2	257/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
44	44	129	129	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
44	44	130	130	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	261/2	261/2	3.0	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
45	45	132	132	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
45	45	267/2	267/2	3.0	3/8	3/8	6/8	2	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
46	46	273/2	273/2	3.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
47	47	279/2	279/2	1.5	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
48	48	141	141	1.0	0	0	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
48	48	142	142	0.5	1/4	1/4	6/8	2	1		viio6/V	A	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
48	48	285/2	285/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
48	48	287/2	287/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
49	49	144	144	1.0	0	0	6/8	2	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
49	49	145	145	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
49	49	291/2	291/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
49	49	293/2	293/2	0.5	5/8	5/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
50	50	147	147	1.0	0	0	6/8	2	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
50	50	148	148	0.5	1/4	1/4	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
50	50	297/2	297/2	1.0	3/8	3/8	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
50	50	299/2	299/2	0.5	5/8	5/8	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	150	150	1.0	0	0	6/8	2	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
51	51	151	151	0.5	1/4	1/4	6/8	2	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	303/2	303/2	1.0	3/8	3/8	6/8	2	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
51	51	305/2	305/2	0.5	5/8	5/8	6/8	2	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
52	52	153	153	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
52	52	154	154	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	309/2	309/2	1.0	3/8	3/8	6/8	2	1		I(974)}	A	I		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
52	52	311/2	311/2	1.5	5/8	5/8	6/8	2	1		I|IAC	A	I		I	I					IAC		M	0	0	0, 4, 1		0	0
53	53	156	156	0.0	0	0	6/8	2	1		{	A	I									{		0	0				
53	53	157	157	0.5	1/4	1/4	6/8	2	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	53	315/2	315/2	1.0	3/8	3/8	6/8	2	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
53	53	317/2	317/2	0.5	5/8	5/8	6/8	2	1		ii65	A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
54	54	159	159	1.0	0	0	6/8	2	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
54	54	160	160	0.5	1/4	1/4	6/8	2	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	321/2	321/2	1.5	3/8	3/8	6/8	2	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
55	55	162	162	3.0	0	0	6/8	2	1		i.i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
56	56	165	165	1.5	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
56	56	333/2	333/2	1.5	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
57	57	168	168	1.5	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
57	57	339/2	339/2	1.5	3/8	3/8	6/8	2	1		V43	A	i		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
58	58	171	171	0.5	0	0	6/8	2	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
58	58	343/2	343/2	0.5	1/8	1/8	6/8	2	1		V64	A	i		V64	V		64					M	0	1	2, 1, 5		1	2
58	58	172	172	0.5	1/4	1/4	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
58	58	345/2	345/2	1.0	3/8	3/8	6/8	2	1		V(64)}	A	i		V(64)	V			64			}	M	0	1	1, 0, -3		1	1
58	58	347/2	347/2	0.5	5/8	5/8	6/8	2	1		V|HC	A	i		V	V					HC		M	0	1	1, 5, 2		1	1
59	59	174	174	3.0	0	0	6/8	2	1		i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
60	60	177	177	1.5	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
60	60	357/2	357/2	1.5	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
61	61	180	180	1.0	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
61	61	181	181	0.5	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
61	61	363/2	363/2	1.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
61	61	365/2	365/2	0.5	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
62	62	183	183	1.0	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
62	62	184	184	0.5	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
62	62	369/2	369/2	2.5	3/8	3/8	6/8	2	1		i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
63	63	186	186	0.0	0	0	6/8	2	1		{	A	i									{		0	1				
63	63	187	187	0.5	1/4	1/4	6/8	2	1		V7/iv	A	i		V7/iv	V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
63	63	375/2	375/2	3.0	3/8	3/8	6/8	2	1		iv64	A	i		iv64	iv		64					m	0	1	0, -1, -4		-1	0
64	64	381/2	381/2	3.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
65	65	387/2	387/2	1.0	3/8	3/8	6/8	2	1		#viio7	A	i		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
65	65	389/2	389/2	0.5	5/8	5/8	6/8	2	1		#viio43	A	i		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
66	66	195	195	0.5	0	0	6/8	2	1		i6	A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
66	66	391/2	391/2	0.5	1/8	1/8	6/8	2	1		V6	A	i		V6	V		6					M	0	1	5, 2, 1		1	5
66	66	196	196	0.5	1/4	1/4	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
66	66	393/2	393/2	1.0	3/8	3/8	6/8	2	1		viio7/V	A	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
66	66	395/2	395/2	0.5	5/8	5/8	6/8	2	1		V|HC}	A	i		V	V					HC	}	M	0	1	1, 5, 2		1	1
67	67	198	198	3.0	0	0	6/8	2	1		i{	A	i		i	i						{	m	0	1	0, -3, 1		0	0
68	68	201	201	1.5	0	0	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
68	68	405/2	405/2	1.5	3/8	3/8	6/8	2	1		V7	A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
69	69	204	204	1.0	0	0	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
69	69	205	205	0.5	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
69	69	411/2	411/2	1.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
69	69	413/2	413/2	0.5	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
70	70	207	207	1.0	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
70	70	208	208	0.5	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
70	70	417/2	417/2	2.5	3/8	3/8	6/8	2	1		i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
71	71	210	210	0.0	0	0	6/8	2	1		{	A	i									{		0	1				
71	71	211	211	0.5	1/4	1/4	6/8	2	1		V65	A	i		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
71	71	423/2	423/2	1.0	3/8	3/8	6/8	2	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
71	71	425/2	425/2	0.5	5/8	5/8	6/8	2	1		iv6	A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
72	72	213	213	1.0	0	0	6/8	2	1		V(64)	A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
72	72	214	214	0.5	1/4	1/4	6/8	2	1		V	A	i		V	V							M	0	1	1, 5, 2		1	1
72	72	429/2	429/2	1.5	3/8	3/8	6/8	2	1		i|PAC}	A	i		i	i					PAC	}	m	0	1	0, -3, 1		0	0
73	73	216	216	3.0	0	0	6/8	2	1		I.I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
